                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                 1.4369,                 3.3834,                0.27873,                 1.3665,                 1.6932,                 0.5341,                 0.5645,                0.50768,                0.31944,                0.64709,                0.44387,                0.55028,                0.34354,                 1.5245,                 3.3104,                0.12908,                 1.4909,                 2.0149,             0.00075904,             0.00075904,             0.00075904
                     98,                  1.387,                 3.2846,                 0.2705,                 1.3174,                 1.6455,                0.61312,                0.63535,                0.53699,                0.30908,                0.56626,                0.60411,                0.54454,                0.35948,                 1.6323,                 3.2515,                0.11994,                 1.3349,                 2.1306,             0.00075537,             0.00075537,             0.00075537
                     99,                 1.4193,                 3.2824,                 0.2656,                 1.3424,                  1.656,                0.57779,                0.56813,                0.51053,                0.30924,                0.80485,                0.50187,                0.59481,                0.38131,                 1.6144,                 3.2751,                 0.1232,                  1.558,                 2.1371,              0.0007517,              0.0007517,              0.0007517
                    100,                 1.4057,                 3.2754,                0.28355,                  1.338,                 1.6526,                 0.5951,                 0.6399,                0.53389,                0.31686,                0.75494,                0.54404,                0.56619,                0.37615,                 1.6403,                 3.2109,                0.11883,                 1.5104,                 2.1283,             0.00074804,             0.00074804,             0.00074804
                    101,                 1.4041,                 3.2089,                0.27216,                 1.3059,                 1.6448,                0.61796,                0.61779,                0.52202,                0.30922,                0.67537,                0.55345,                0.55204,                0.37186,                 1.5575,                 3.1139,                0.14217,                  1.491,                 2.0704,             0.00074437,             0.00074437,             0.00074437
                    102,                  1.433,                 3.3075,                0.27169,                 1.3035,                  1.648,                0.55213,                0.64899,                0.54261,                0.32345,                0.60269,                0.55832,                0.54304,                0.32651,                  1.555,                 3.2132,                0.12761,                 1.4562,                 2.0097,              0.0007407,              0.0007407,              0.0007407
                    103,                 1.3762,                 3.1882,                0.27244,                  1.318,                 1.6343,                0.59268,                0.64444,                0.52273,                0.31922,                0.67221,                 0.5576,                0.53001,                0.35039,                 1.5719,                 3.2389,                0.12507,                 1.4414,                 2.0588,             0.00073704,             0.00073704,             0.00073704
                    104,                  1.421,                 3.2244,                0.27378,                 1.3253,                 1.6632,                 0.5916,                0.63723,                0.55474,                0.33029,                0.63536,                0.59312,                0.58832,                0.36102,                 1.5966,                 3.1067,                0.12493,                 1.3855,                 2.0845,             0.00073337,             0.00073337,             0.00073337
                    105,                 1.4148,                 3.2232,                0.26765,                 1.3093,                 1.6673,                0.61407,                0.60227,                 0.5604,                0.32681,                0.77854,                0.50541,                0.56297,                0.37234,                 1.5999,                 3.3298,                0.12719,                 1.4086,                 2.0545,              0.0007297,              0.0007297,              0.0007297
                    106,                 1.4142,                 3.3146,                0.27456,                 1.3039,                  1.647,                0.58227,                0.66212,                0.59751,                0.33397,                0.55408,                0.61903,                0.60245,                0.37277,                 1.6186,                 3.2344,                0.11651,                 1.3314,                 2.0935,             0.00072604,             0.00072604,             0.00072604
                    107,                  1.401,                  3.201,                0.27273,                 1.3115,                 1.6585,                0.60643,                0.61358,                 0.6094,                0.32118,                0.68122,                0.60541,                0.59434,                0.37207,                 1.5596,                  3.144,                0.12737,                 1.4445,                 2.0128,             0.00072237,             0.00072237,             0.00072237
                    108,                 1.4125,                 3.1994,                0.25658,                 1.3207,                 1.6423,                0.51183,                0.60808,                0.53296,                 0.3247,                0.70837,                0.55642,                 0.5902,                0.36753,                 1.5944,                 3.0468,                0.12868,                 1.4087,                 2.0297,             0.00071871,             0.00071871,             0.00071871
                    109,                 1.3957,                 3.1514,                0.26546,                 1.2669,                 1.6355,                 0.5913,                0.63723,                0.52099,                0.32869,                0.71687,                0.56138,                0.55144,                0.37093,                 1.5334,                 3.2264,                0.12348,                 1.3691,                 2.0324,             0.00071504,             0.00071504,             0.00071504
                    110,                 1.4098,                 3.2036,                0.26532,                 1.3395,                 1.6537,                0.48916,                0.59066,                0.53373,                0.32779,                0.65954,                0.54071,                0.55777,                0.37749,                 1.4714,                 3.2719,                0.13263,                 1.4213,                   1.97,             0.00071137,             0.00071137,             0.00071137
                    111,                 1.3735,                 3.1261,                 0.2747,                 1.2956,                 1.6302,                0.67879,                0.60201,                0.55809,                0.34517,                0.62595,                0.53659,                 0.5675,                0.37206,                 1.4938,                 3.0292,                 0.1276,                 1.3535,                 2.0066,             0.00070771,             0.00070771,             0.00070771
                    112,                 1.3649,                 3.0714,                 0.2617,                 1.2848,                 1.6165,                 0.5656,                0.58027,                0.57627,                0.35145,                 0.7629,                0.56142,                0.58499,                0.37904,                 1.5786,                 3.1736,                 0.1207,                 1.3234,                  2.008,             0.00070404,             0.00070404,             0.00070404
                    113,                 1.3925,                 3.2811,                0.26375,                 1.3208,                 1.6373,                0.62009,                0.61717,                0.55716,                0.31518,                0.76991,                0.58723,                0.59778,                0.38235,                 1.6038,                 3.0323,                0.12035,                 1.3479,                 2.0459,             0.00070037,             0.00070037,             0.00070037
                    114,                 1.3654,                  3.111,                0.26928,                 1.2744,                 1.6181,                0.59287,                0.61904,                0.54467,                0.34512,                 0.7168,                 0.5625,                0.56371,                0.39888,                 1.5539,                 2.9974,                0.11798,                 1.4207,                 2.0469,             0.00069671,             0.00069671,             0.00069671
                    115,                 1.3773,                 3.0255,                0.25754,                 1.2818,                 1.6217,                0.57125,                0.61618,                0.53509,                0.33961,                0.69013,                0.58687,                0.59077,                0.38217,                 1.5701,                  2.942,                0.11986,                 1.3421,                   2.02,             0.00069304,             0.00069304,             0.00069304
                    116,                 1.3778,                 3.0543,                0.25912,                 1.3008,                 1.6158,                0.57626,                0.63373,                0.56585,                0.35642,                0.72796,                0.59282,                0.62569,                0.40429,                 1.5962,                 3.0456,                0.11565,                 1.3772,                 2.1008,             0.00068938,             0.00068938,             0.00068938
                    117,                 1.3589,                 3.0049,                0.26014,                 1.2919,                 1.6019,                0.53476,                0.59091,                0.54346,                0.34158,                0.77173,                0.55995,                0.59081,                 0.3936,                 1.5238,                 2.9958,                0.11995,                 1.3932,                 2.0131,             0.00068571,             0.00068571,             0.00068571
                    118,                 1.3594,                 3.0837,                0.26028,                 1.2604,                 1.6068,                0.70862,                0.47452,                0.55269,                0.34415,                 0.7879,                0.56223,                0.61703,                0.42441,                 1.5929,                 2.9102,                  0.119,                 1.5043,                 2.0946,             0.00068204,             0.00068204,             0.00068204
                    119,                 1.3749,                 3.1295,                0.26888,                 1.2726,                  1.619,                0.59385,                0.56677,                0.54237,                0.33097,                0.64036,                0.55768,                0.59646,                0.38041,                 1.5832,                 3.0653,                0.13084,                 1.4025,                 2.0179,             0.00067838,             0.00067838,             0.00067838
                    120,                 1.3863,                 3.1345,                0.26321,                 1.2868,                 1.6207,                0.66157,                0.44043,                0.54718,                0.33785,                 0.7215,                0.52359,                0.58374,                0.38404,                 1.5844,                 3.1356,                0.12405,                   1.51,                 2.0634,             0.00067471,             0.00067471,             0.00067471
                    121,                 1.3524,                 2.9153,                0.25548,                 1.2714,                 1.6061,                0.48395,                0.60995,                0.54525,                0.32542,                0.49288,                0.58488,                0.59526,                0.39202,                 1.5806,                 2.9169,                0.13563,                 1.3644,                 2.0174,             0.00067104,             0.00067104,             0.00067104
                    122,                 1.3296,                 2.9651,                0.25367,                 1.2605,                 1.6006,                0.53753,                0.62023,                0.56237,                0.34955,                0.69978,                0.56014,                0.58745,                0.38978,                 1.6102,                 2.8529,                0.12127,                 1.4404,                  2.073,             0.00066738,             0.00066738,             0.00066738
                    123,                 1.3681,                 3.0781,                0.26935,                 1.2487,                 1.6182,                0.60349,                0.57878,                0.57038,                0.35232,                0.64459,                0.59382,                0.59228,                0.35333,                 1.5336,                 2.7924,                0.12149,                 1.3417,                 1.9807,             0.00066371,             0.00066371,             0.00066371
                    124,                   1.36,                 3.0668,                0.25899,                 1.3227,                 1.6188,                0.60764,                0.60747,                0.55765,                0.34254,                0.70987,                0.57779,                0.59452,                0.37719,                 1.5706,                 2.9128,                0.11763,                 1.3911,                 2.0462,             0.00066005,             0.00066005,             0.00066005
                    125,                 1.3568,                 3.0262,                0.25533,                 1.2726,                 1.6184,                  0.643,                0.63278,                0.58347,                0.34633,                0.67296,                0.58164,                0.60169,                0.37474,                 1.5993,                 2.9426,                0.12665,                  1.396,                 2.0639,             0.00065638,             0.00065638,             0.00065638
                    126,                 1.3309,                 2.9781,                 0.2604,                 1.2764,                 1.6017,                0.65223,                0.59404,                0.56522,                0.34796,                0.62842,                0.55435,                0.58932,                0.38196,                  1.497,                 2.6831,                0.11435,                 1.3608,                  1.978,             0.00065271,             0.00065271,             0.00065271
                    127,                 1.3647,                 2.9431,                0.25568,                 1.2528,                 1.5976,                0.51258,                 0.6623,                0.55533,                  0.353,                 0.7026,                0.57713,                0.60704,                0.40302,                 1.4737,                 2.6395,                  0.131,                  1.318,                 1.9534,             0.00064905,             0.00064905,             0.00064905
                    128,                 1.3281,                  2.803,                0.25808,                 1.2544,                 1.5823,                0.55484,                0.65354,                0.57224,                0.34488,                0.53756,                0.60995,                0.58043,                0.35601,                 1.5316,                 2.6828,                0.11993,                 1.3277,                 2.0079,             0.00064538,             0.00064538,             0.00064538
                    129,                 1.3566,                 2.9483,                0.25157,                 1.2502,                 1.6071,                0.48403,                0.66132,                 0.5466,                0.32978,                0.70921,                0.57813,                0.59753,                0.39604,                 1.5515,                 2.8211,                0.11658,                 1.3578,                 1.9902,             0.00064171,             0.00064171,             0.00064171
                    130,                 1.3131,                 3.0065,                0.26577,                 1.2734,                 1.5837,                0.55692,                0.66717,                0.56195,                0.33777,                0.73133,                0.57813,                0.59742,                0.39327,                 1.5786,                 2.8636,                0.12075,                 1.3717,                 2.0518,             0.00063805,             0.00063805,             0.00063805
                    131,                 1.3316,                 3.0129,                0.26015,                 1.2822,                  1.585,                0.68282,                0.62442,                0.58995,                0.35281,                0.63204,                0.59428,                0.56275,                0.35433,                 1.5259,                 2.7502,                0.11441,                  1.312,                 1.9772,             0.00063438,             0.00063438,             0.00063438
                    132,                 1.3397,                  2.921,                0.25192,                 1.2536,                 1.5898,                0.67253,                0.50792,                0.56137,                0.33956,                0.72333,                0.58639,                0.60403,                0.37036,                 1.4838,                 2.8374,                0.12592,                 1.4214,                 1.9598,             0.00063071,             0.00063071,             0.00063071
                    133,                 1.3524,                 2.9324,                0.25244,                  1.269,                 1.5964,                0.56386,                0.67422,                0.59257,                0.33234,                 0.8087,                0.57905,                0.60238,                0.37691,                 1.5478,                 2.8008,                0.10776,                 1.3619,                 2.0354,             0.00062705,             0.00062705,             0.00062705
                    134,                 1.3316,                 3.0304,                0.26285,                 1.2572,                  1.588,                0.55186,                0.50862,                0.59044,                0.36563,                0.61277,                0.58268,                0.61533,                0.41031,                 1.5007,                 2.7142,                0.10489,                 1.3272,                  1.936,             0.00062338,             0.00062338,             0.00062338
                    135,                 1.3225,                 2.9818,                0.24944,                 1.2444,                 1.5643,                0.47878,                 0.6645,                0.55361,                0.35699,                0.63552,                0.60086,                0.60521,                0.40935,                 1.5452,                 2.7282,                0.10603,                 1.2621,                 1.9979,             0.00061972,             0.00061972,             0.00061972
                    136,                 1.3552,                 2.9466,                0.25141,                 1.2348,                 1.5917,                 0.5351,                0.52057,                0.55496,                0.34513,                0.80027,                0.55501,                0.62289,                0.39964,                 1.4958,                  2.816,                0.11606,                 1.3124,                 1.9655,             0.00061605,             0.00061605,             0.00061605
                    137,                  1.334,                 2.9187,                0.25027,                 1.2189,                 1.5666,                0.62722,                0.65086,                 0.6063,                0.35237,                0.79376,                0.56942,                0.63345,                 0.4067,                 1.5113,                 3.0259,                0.11115,                 1.3333,                 1.9738,             0.00061238,             0.00061238,             0.00061238
                    138,                 1.3228,                 2.8978,                0.25252,                 1.2353,                 1.5565,                0.51642,                0.65541,                0.57445,                0.33668,                0.72338,                0.57813,                0.62596,                0.37987,                 1.5506,                 3.0403,                0.12126,                 1.3893,                 2.0061,             0.00060872,             0.00060872,             0.00060872
                    139,                 1.3267,                 2.8341,                0.25386,                 1.2348,                 1.5901,                0.62457,                0.49043,                 0.5521,                  0.336,                0.72779,                0.58268,                0.61334,                0.38726,                 1.4604,                 2.7271,                0.11742,                 1.4412,                 1.9117,             0.00060505,             0.00060505,             0.00060505
                    140,                 1.3261,                 2.9533,                0.25565,                  1.243,                 1.5844,                0.52548,                0.70808,                0.57422,                0.33609,                0.71651,                 0.6017,                0.61305,                0.38583,                 1.4903,                 2.6193,                 0.1012,                 1.3048,                 1.9258,             0.00060138,             0.00060138,             0.00060138
                    141,                 1.3132,                 2.8231,                0.25363,                 1.2277,                 1.5663,                0.56303,                0.56546,                0.60291,                 0.3661,                0.70931,                0.59177,                0.60387,                0.36861,                 1.4602,                 2.7246,                0.11016,                 1.3522,                 1.9409,             0.00059772,             0.00059772,             0.00059772
                    142,                  1.322,                 2.9049,                0.25476,                 1.2571,                 1.5757,                0.52587,                0.72763,                0.59494,                 0.3538,                 0.8238,                0.59177,                0.63915,                0.41313,                 1.5895,                  2.849,                0.10676,                 1.3256,                  2.042,             0.00059405,             0.00059405,             0.00059405
                    143,                 1.3272,                 2.8816,                0.24066,                 1.2532,                  1.563,                0.71215,                0.54894,                0.61259,                0.35801,                0.75216,                0.60086,                0.62083,                0.39976,                 1.5326,                 2.7955,                0.10566,                 1.3504,                 1.9625,             0.00059039,             0.00059039,             0.00059039
                    144,                 1.3069,                 2.7026,                0.24243,                 1.2211,                 1.5789,                0.65575,                0.60335,                0.59627,                0.34347,                 0.7252,                0.55138,                0.62617,                0.38658,                 1.5257,                 2.8483,                0.10944,                  1.363,                 1.9779,             0.00058672,             0.00058672,             0.00058672
                    145,                 1.3183,                 2.6734,                0.24724,                 1.2346,                 1.5707,                0.48461,                0.69752,                 0.5733,                 0.3395,                0.71121,                0.58268,                0.61109,                0.39569,                 1.5218,                 2.7869,                 0.1061,                 1.2773,                 1.9831,             0.00058305,             0.00058305,             0.00058305
                    146,                 1.2989,                 2.7191,                0.24856,                 1.2135,                 1.5599,                0.50091,                0.67813,                0.56627,                 0.3521,                0.68938,                0.54401,                0.57705,                0.37266,                 1.4678,                 2.7846,                 0.1096,                 1.3318,                  1.924,             0.00057939,             0.00057939,             0.00057939
                    147,                 1.2957,                 2.8294,                0.24608,                 1.2465,                 1.5586,                0.54179,                0.70995,                0.62288,                0.35542,                0.80373,                0.58268,                0.62935,                0.40939,                 1.5011,                 2.8189,                0.12291,                 1.3019,                 1.9461,             0.00057572,             0.00057572,             0.00057572
                    148,                 1.2996,                 2.7851,                 0.2448,                 1.2213,                 1.5283,                0.54563,                0.63294,                0.59575,                0.35216,                0.72262,                 0.5645,                0.60864,                0.40224,                 1.5087,                 2.7464,                0.11175,                 1.3285,                 1.9743,             0.00057205,             0.00057205,             0.00057205
                    149,                 1.3093,                  2.698,                0.23889,                 1.2336,                  1.558,                0.59533,                0.67813,                0.59704,                0.34616,                0.63958,                0.58268,                0.56817,                0.38634,                  1.603,                 2.9741,                0.10508,                 1.3799,                 2.0399,             0.00056839,             0.00056839,             0.00056839
                    150,                 1.3188,                 2.9139,                  0.246,                 1.2402,                 1.5521,                0.45673,                0.69177,                 0.5433,                0.33898,                0.53461,                0.58041,                0.54743,                0.34623,                 1.5055,                 3.0276,                0.11427,                 1.3539,                 1.9999,             0.00056472,             0.00056472,             0.00056472
                    151,                 1.2939,                 2.7813,                0.24684,                 1.2261,                 1.5518,                0.53268,                0.67172,                0.57216,                0.36274,                  0.764,                0.57796,                0.60817,                 0.3719,                 1.4639,                 2.9549,                0.11925,                 1.3209,                 1.9161,             0.00056105,             0.00056105,             0.00056105
                    152,                 1.2944,                 2.8426,                0.24837,                 1.2272,                 1.5559,                0.51945,                0.66496,                 0.5711,                0.35173,                0.72124,                0.57436,                0.61812,                0.39942,                 1.5546,                 2.9431,                0.10027,                 1.2624,                 2.0393,             0.00055739,             0.00055739,             0.00055739
                    153,                 1.3016,                 2.7949,                0.24338,                 1.2306,                 1.5673,                0.48725,                0.64634,                0.54727,                 0.3432,                0.72456,                0.57813,                0.60283,                0.39775,                 1.5095,                 2.9856,                0.12113,                 1.4534,                 1.9687,             0.00055372,             0.00055372,             0.00055372
                    154,                 1.2887,                 2.7687,                 0.2539,                 1.2206,                 1.5439,                0.56035,                 0.6997,                0.61169,                0.34828,                0.71525,                0.60995,                0.64261,                0.42088,                 1.5443,                 2.8683,                0.10821,                 1.3047,                 1.9986,             0.00055006,             0.00055006,             0.00055006
                    155,                 1.2911,                 2.7892,                0.24706,                 1.2419,                 1.5636,                0.60533,                0.59404,                 0.5812,                0.36203,                0.61347,                0.57132,                0.62597,                0.42453,                 1.4352,                  2.607,                0.11713,                 1.3633,                 1.8947,             0.00054639,             0.00054639,             0.00054639
                    156,                 1.2812,                 2.8022,                0.24801,                 1.2325,                 1.5598,                0.56962,                0.63723,                0.57955,                0.37726,                0.68927,                0.58519,                0.61985,                0.40688,                 1.5147,                 2.7832,                0.10968,                 1.3096,                 2.0116,             0.00054272,             0.00054272,             0.00054272
                    157,                 1.2767,                 2.7086,                 0.2461,                 1.2114,                 1.5339,                0.48751,                 0.6923,                0.54087,                0.32839,                 0.4711,                0.61904,                0.56847,                0.36263,                 1.5003,                 2.7173,                0.10805,                 1.3126,                 1.9541,             0.00053906,             0.00053906,             0.00053906
                    158,                 1.2904,                 2.7269,                0.23785,                 1.2167,                 1.5349,                0.54807,                0.64761,                0.56749,                0.33187,                0.65909,                0.60086,                0.59956,                0.39772,                  1.477,                 2.6487,                0.11396,                 1.2615,                 1.9471,             0.00053539,             0.00053539,             0.00053539
                    159,                 1.2518,                 2.8772,                0.24541,                 1.1979,                 1.5147,                0.56733,                0.64177,                0.55591,                0.33269,                0.72338,                0.58268,                0.59839,                 0.3879,                 1.5282,                 2.8272,                0.10538,                 1.3218,                 1.9907,             0.00053172,             0.00053172,             0.00053172
                    160,                  1.285,                 2.7618,                0.23837,                 1.2006,                 1.5451,                0.50248,                 0.7399,                 0.5667,                0.32035,                0.73771,                0.58495,                0.61365,                0.40025,                 1.5269,                 2.6795,                0.10596,                 1.4072,                 1.9849,             0.00052806,             0.00052806,             0.00052806
                    161,                 1.2761,                 2.7829,                0.24273,                 1.2094,                 1.5479,                0.45505,                0.72461,                0.57225,                0.35205,                0.57344,                0.62359,                0.59479,                0.39404,                 1.4676,                 2.7336,                0.10505,                 1.2988,                 1.9287,             0.00052439,             0.00052439,             0.00052439
                    162,                 1.2818,                 2.6823,                0.23689,                 1.2205,                 1.5301,                0.45736,                0.72408,                0.55421,                0.35363,                0.64243,                0.56838,                0.60342,                0.39611,                 1.4123,                 2.7029,                0.11429,                 1.3938,                 1.8578,             0.00052073,             0.00052073,             0.00052073
                    163,                 1.3006,                 2.7325,                0.24025,                 1.2302,                 1.5593,                0.50816,                0.74604,                 0.6128,                0.36697,                0.68004,                0.58271,                0.63514,                0.41266,                 1.4818,                 2.8089,                0.10833,                 1.3581,                 1.9149,             0.00051706,             0.00051706,             0.00051706
                    164,                 1.2985,                 2.6755,                0.24156,                 1.2234,                 1.5469,                 0.4882,                0.68268,                0.57699,                0.36875,                 0.6014,                0.60699,                0.59428,                0.41934,                 1.4958,                  2.629,                0.10617,                 1.3295,                 1.9517,             0.00051339,             0.00051339,             0.00051339
                    165,                 1.2525,                 2.5692,                0.23594,                 1.1655,                 1.5279,                0.48656,                0.68815,                0.58652,                0.36233,                0.67042,                0.59757,                0.61279,                0.40247,                 1.4722,                 2.7633,                0.11006,                 1.4684,                 1.9662,             0.00050973,             0.00050973,             0.00050973
                    166,                 1.2632,                 2.6714,                0.24488,                 1.2193,                 1.5179,                0.51076,                0.70541,                0.58275,                0.38371,                0.72797,                0.55995,                0.62399,                0.42035,                 1.4389,                 2.7117,                0.10578,                 1.3003,                 1.9178,             0.00050606,             0.00050606,             0.00050606
                    167,                 1.2758,                 2.5999,                0.23846,                 1.1879,                 1.5557,                0.52462,                 0.7514,                0.63323,                0.37891,                0.76126,                 0.5777,                0.66306,                0.45391,                 1.4835,                 2.6987,                0.11074,                 1.2896,                 1.9875,             0.00050239,             0.00050239,             0.00050239
                    168,                 1.2535,                 2.6619,                0.23703,                  1.178,                 1.5192,                0.51218,                0.70592,                 0.6143,                0.37196,                0.72382,                0.56846,                0.62446,                0.39872,                 1.5215,                 2.6271,                0.11822,                 1.4377,                 1.9369,             0.00049873,             0.00049873,             0.00049873
                    169,                  1.286,                 2.7081,                0.24489,                 1.2021,                 1.5399,                0.57941,                0.64177,                0.60467,                0.38477,                0.58645,                0.62813,                0.65259,                0.42832,                 1.4872,                 2.6932,                0.12078,                 1.4703,                 1.9024,             0.00049506,             0.00049506,             0.00049506
                    170,                 1.2577,                 2.6606,                0.24033,                 1.1594,                 1.5113,                0.51368,                 0.7145,                 0.6165,                0.36257,                0.72549,                0.59369,                 0.6392,                0.40126,                 1.5127,                 2.8351,                0.10145,                  1.289,                 1.9942,              0.0004914,              0.0004914,              0.0004914
                    171,                 1.2696,                 2.6319,                 0.2317,                 1.1666,                 1.5241,                0.52627,                0.73081,                0.60107,                0.35336,                0.70914,                0.57813,                0.63419,                 0.4047,                 1.5024,                 2.7523,                0.10591,                 1.2544,                 2.0166,             0.00048773,             0.00048773,             0.00048773
                    172,                 1.2435,                 2.6253,                0.23752,                 1.1864,                 1.5158,                0.56299,                0.62132,                0.57012,                0.36321,                0.62884,                0.55313,                0.59256,                0.39746,                 1.5258,                 2.7824,                0.09602,                 1.4201,                 1.9581,             0.00048406,             0.00048406,             0.00048406
                    173,                 1.2616,                 2.6928,                0.24289,                 1.1777,                  1.516,                0.54225,                 0.7145,                0.57718,                0.35087,                0.68131,                0.61101,                0.61101,                0.40817,                 1.4883,                 2.6327,                0.10803,                 1.2878,                 1.9351,              0.0004804,              0.0004804,              0.0004804
                    174,                 1.3011,                 2.6804,                0.22897,                 1.2118,                 1.5411,                0.46359,                0.76756,                0.62081,                0.38163,                0.76679,                0.57796,                0.66606,                0.43849,                 1.4714,                 2.6629,                0.09636,                 1.3031,                 1.9556,             0.00047673,             0.00047673,             0.00047673
                    175,                  1.247,                  2.748,                0.24389,                 1.1915,                 1.5232,                0.49231,                0.72471,                0.60215,                0.37282,                0.66303,                0.60827,                0.64667,                0.42532,                 1.5111,                  2.813,                0.11131,                 1.3402,                 1.9599,             0.00047306,             0.00047306,             0.00047306
                    176,                 1.2729,                 2.6036,                0.23508,                  1.175,                  1.552,                0.48307,                0.71904,                0.59537,                0.35796,                0.76476,                0.57428,                0.64912,                0.42766,                 1.5326,                 2.5237,                0.10106,                 1.3648,                 1.9678,              0.0004694,              0.0004694,              0.0004694
                    177,                 1.2724,                 2.6195,                0.22818,                 1.1809,                 1.5265,                0.48544,                0.73723,                0.60202,                 0.3664,                0.71715,                0.59489,                0.64424,                0.41789,                 1.4832,                 2.5064,                0.10772,                 1.3349,                 1.9264,             0.00046573,             0.00046573,             0.00046573
                    178,                 1.2648,                 2.6189,                0.23123,                 1.1953,                 1.5145,                0.47168,                0.69899,                0.56084,                0.34711,                0.62823,                0.62039,                0.63415,                 0.4128,                 1.4671,                  2.663,                 0.1167,                 1.3745,                 1.9274,             0.00046206,             0.00046206,             0.00046206
                    179,                 1.2696,                 2.7007,                0.23853,                  1.193,                  1.547,                0.50538,                0.72097,                0.60019,                0.36067,                 0.7572,                0.59177,                0.66323,                0.42843,                  1.502,                 2.5982,                0.09845,                 1.4007,                 1.9334,              0.0004584,              0.0004584,              0.0004584
                    180,                 1.2634,                  2.533,                0.23111,                  1.171,                 1.5297,                 0.5349,                0.67813,                 0.5689,                0.36644,                0.69998,                0.60424,                0.65707,                0.44735,                 1.5204,                 2.5391,                 0.1033,                 1.3136,                 1.9463,             0.00045473,             0.00045473,             0.00045473
                    181,                 1.2668,                 2.5484,                0.22815,                 1.1959,                 1.5123,                0.52536,                0.72036,                0.60495,                0.37911,                0.55751,                0.59632,                0.63605,                0.42676,                 1.4522,                 2.4893,                0.10677,                 1.2607,                 1.8965,             0.00045107,             0.00045107,             0.00045107
                    182,                 1.2292,                 2.6049,                0.23149,                 1.1672,                 1.5079,                0.55833,                 0.7204,                0.58753,                0.35712,                0.70225,                0.61462,                0.67083,                0.43286,                 1.5469,                 2.4722,                0.10561,                 1.3389,                 1.9645,              0.0004474,              0.0004474,              0.0004474
                    183,                 1.2421,                 2.5105,                0.23249,                 1.1644,                 1.5322,                0.48608,                0.70995,                0.58745,                0.34892,                0.73696,                0.60806,                0.65024,                0.43658,                   1.55,                 2.4512,                0.11527,                 1.2699,                 2.0079,             0.00044373,             0.00044373,             0.00044373
                    184,                 1.2336,                 2.5743,                0.23944,                 1.1354,                 1.5225,                0.52838,                0.72327,                0.59441,                0.35692,                0.70028,                0.59177,                0.65438,                0.42668,                 1.5094,                  2.464,                 0.1105,                 1.2899,                 1.9871,             0.00044007,             0.00044007,             0.00044007
                    185,                 1.2272,                 2.5261,                 0.2422,                 1.1558,                 1.5019,                0.63852,                0.61717,                0.57686,                0.37752,                0.71167,                0.57359,                 0.6388,                0.42112,                 1.4918,                 2.6789,                0.09727,                 1.3327,                 1.9522,              0.0004364,              0.0004364,              0.0004364
                    186,                 1.2387,                 2.5453,                0.23466,                 1.1755,                 1.5238,                0.55651,                0.72585,                0.59344,                 0.3525,                 0.7658,                0.59177,                0.66312,                0.44204,                 1.5514,                 2.5038,                0.09836,                 1.2972,                 1.9708,             0.00043273,             0.00043273,             0.00043273
                    187,                 1.2443,                 2.5125,                0.23002,                 1.1418,                 1.5061,                 0.5651,                0.71949,                0.59071,                 0.3844,                 0.7094,                0.59581,                0.61359,                 0.4012,                 1.5535,                 2.6005,                0.10176,                 1.3878,                 1.9413,             0.00042907,             0.00042907,             0.00042907
                    188,                 1.2477,                  2.565,                0.22922,                 1.1562,                 1.5239,                0.55542,                0.69632,                 0.5748,                0.36496,                0.71783,                0.60995,                0.62409,                0.41554,                 1.5019,                 2.5957,                0.09962,                  1.263,                  1.952,              0.0004254,              0.0004254,              0.0004254
                    189,                 1.2528,                 2.6046,                0.24102,                  1.167,                 1.5263,                0.48895,                0.71904,                0.56325,                0.34326,                0.64003,                0.59826,                0.58499,                 0.3981,                 1.5239,                 2.5996,                0.10371,                 1.3604,                 1.9333,             0.00042174,             0.00042174,             0.00042174
                    190,                 1.2262,                  2.552,                0.22628,                 1.1658,                 1.5009,                0.64212,                0.58295,                0.61556,                0.35484,                0.73529,                0.62203,                0.64946,                0.41325,                 1.5081,                 2.5509,                0.09801,                 1.3402,                 1.9368,             0.00041807,             0.00041807,             0.00041807
                    191,                 1.2209,                 2.4725,                0.23111,                 1.1606,                 1.5027,                0.54337,                0.64529,                0.61086,                0.36472,                0.55648,                0.61904,                0.61333,                0.40455,                 1.5552,                 2.5618,                0.09498,                  1.354,                 1.9927,              0.0004144,              0.0004144,              0.0004144
                    192,                 1.2427,                 2.5163,                 0.2242,                 1.1798,                 1.5206,                0.45729,                0.73535,                0.56293,                0.36733,                0.57247,                0.66224,                 0.6129,                0.42392,                 1.5063,                 2.4796,                0.09798,                 1.3408,                 1.9527,             0.00041074,             0.00041074,             0.00041074
                    193,                 1.2194,                 2.4901,                0.22955,                 1.1415,                 1.4917,                0.54948,                 0.6587,                0.62437,                0.38058,                0.70854,                0.58926,                0.64201,                0.42519,                 1.5275,                 2.6995,                0.09587,                 1.2968,                 1.9763,             0.00040707,             0.00040707,             0.00040707
